cfg_wr_period,cfg_wr_thresh,cfg_sma_period,cfg_mfi_filter,cfg_bbw_filter,cfg_adx_filter,cfg_adx_mode,cfg_exit_mode,cfg_max_hold,label,is_n,is_avg,is_win,is_sharpe,is_pf,oos_n,oos_avg,oos_win,oos_sharpe,oos_pf,avg_hold,avg_peak,avg_dd,cfg_hold_days
14,-30,10,not_weak,squeeze,,,fixed,,"WR(14,-30) SMA10 MFI:not_weak BBW:squeeze fixed20",23,1.677,56.5,1.16,2.05,16,0.9935,50.0,0.92,1.6,20.0,5.46,-3.21,20.0
14,-40,20,,not_expanded,25.0,below,mfi_exit,25.0,"WR(14,-40) SMA20 BBW:not_expanded ADXb25 mfi_exit",33,2.3735,60.6,1.36,2.16,23,0.8186,43.5,0.92,1.61,17.6,5.85,-2.93,
14,-40,20,not_weak,,25.0,below,momentum_ride,40.0,"WR(14,-40) SMA20 MFI:not_weak ADXb25 momentum_ride",63,2.0152,60.3,1.65,3.25,42,0.92,52.4,0.92,1.79,8.3,4.47,-1.65,
14,-50,20,,,25.0,below,mfi_exit,25.0,"WR(14,-50) SMA20 ADXb25 mfi_exit",36,2.3264,61.1,1.43,2.28,25,0.8032,48.0,0.92,1.61,17.1,5.84,-2.83,
20,-30,10,,,25.0,below,mfi_exit,25.0,"WR(20,-30) SMA10 ADXb25 mfi_exit",42,2.9736,61.9,1.46,2.65,28,2.6404,42.9,0.92,2.78,16.8,6.83,-2.84,
20,-40,10,,,20.0,above,momentum_ride,40.0,"WR(20,-40) SMA10 ADXa20 momentum_ride",68,0.4624,44.1,0.49,1.33,46,2.138,41.3,0.92,3.0,7.5,4.24,-1.67,
20,-40,10,not_weak,not_expanded,25.0,below,adaptive,30.0,"WR(20,-40) SMA10 MFI:not_weak BBW:not_expanded ADXb25 adaptive",50,1.4255,58.0,1.54,2.54,34,0.7502,50.0,0.92,1.62,7.6,3.05,-1.85,
20,-50,20,not_weak,squeeze,25.0,below,momentum_ride,40.0,"WR(20,-50) SMA20 MFI:not_weak BBW:squeeze ADXb25 momentum_ride",30,0.6053,50.0,0.81,1.66,20,1.2603,30.0,0.92,1.88,8.1,3.41,-1.69,
30,-30,10,accumulating,,25.0,below,adaptive,30.0,"WR(30,-30) SMA10 MFI:accumulating ADXb25 adaptive",42,1.5638,59.5,2.1,3.33,28,0.7108,60.7,0.92,1.59,7.3,3.27,-1.8,
30,-40,20,accumulating,,,,fixed,,"WR(30,-40) SMA20 MFI:accumulating fixed20",33,3.7501,66.7,2.21,3.48,22,1.0281,63.6,0.92,1.65,20.0,6.67,-3.2,20.0
14,-30,10,not_weak,squeeze,20.0,above,mfi_exit,25.0,"WR(14,-30) SMA10 MFI:not_weak BBW:squeeze ADXa20 mfi_exit",16,2.1644,56.2,2.26,3.28,11,0.7807,54.5,0.91,1.61,15.6,3.83,-2.28,
14,-40,10,,,25.0,below,mfi_exit,25.0,"WR(14,-40) SMA10 ADXb25 mfi_exit",40,1.7107,60.0,1.14,1.91,28,2.6117,42.9,0.91,2.76,16.7,6.16,-2.96,
14,-40,20,,,,,adaptive,30.0,"WR(14,-40) SMA20 adaptive",90,1.0296,56.7,1.21,2.01,61,0.7799,52.5,0.91,1.69,6.8,2.83,-1.93,
20,-30,10,,,,,momentum_ride,40.0,"WR(20,-30) SMA10 momentum_ride",117,1.0861,49.6,1.08,1.96,78,1.5791,51.3,0.91,2.56,7.6,4.2,-1.59,
20,-30,10,not_weak,squeeze,25.0,below,fixed,,"WR(20,-30) SMA10 MFI:not_weak BBW:squeeze ADXb25 fixed10",25,1.5882,64.0,1.4,2.25,18,0.6537,44.4,0.91,1.68,10.0,3.56,-2.12,10.0
20,-30,20,not_weak,squeeze,20.0,above,momentum_ride,40.0,"WR(20,-30) SMA20 MFI:not_weak BBW:squeeze ADXa20 momentum_ride",18,2.8037,66.7,2.3,8.91,12,0.6136,41.7,0.91,1.82,9.0,3.91,-1.19,
14,-30,10,,,,,fixed,,"WR(14,-30) SMA10 fixed10",82,1.4302,54.9,1.24,1.98,55,0.6383,61.8,0.9,1.62,10.0,3.62,-2.56,10.0
14,-30,20,not_weak,squeeze,,,fixed,,"WR(14,-30) SMA20 MFI:not_weak BBW:squeeze fixed20",22,2.5102,68.2,1.75,2.9,15,0.9842,53.3,0.9,1.59,20.0,5.41,-3.27,20.0
14,-40,20,,,25.0,below,momentum_ride,40.0,"WR(14,-40) SMA20 ADXb25 momentum_ride",65,1.9545,60.0,1.61,3.16,44,0.9098,52.3,0.9,1.73,8.3,4.45,-1.69,
14,-40,20,,not_expanded,25.0,below,momentum_ride,40.0,"WR(14,-40) SMA20 BBW:not_expanded ADXb25 momentum_ride",57,2.0368,59.6,1.67,3.42,39,0.8861,51.3,0.9,1.79,8.4,4.42,-1.6,
14,-40,20,not_weak,squeeze,,,fixed,,"WR(14,-40) SMA20 MFI:not_weak BBW:squeeze fixed20",21,2.2717,66.7,1.54,2.58,15,0.9842,53.3,0.9,1.59,20.0,5.38,-3.39,20.0
14,-50,10,,,25.0,below,momentum_ride,40.0,"WR(14,-50) SMA10 ADXb25 momentum_ride",62,1.5702,58.1,1.27,2.6,42,2.01,50.0,0.9,2.58,7.9,4.7,-1.79,
20,-30,10,,,25.0,below,momentum_ride,40.0,"WR(20,-30) SMA10 ADXb25 momentum_ride",71,1.8555,53.5,1.43,2.84,48,1.9139,47.9,0.9,2.45,8.0,5.08,-1.6,
20,-30,20,,squeeze,20.0,above,momentum_ride,40.0,"WR(20,-30) SMA20 BBW:squeeze ADXa20 momentum_ride",19,2.7531,68.4,2.28,7.61,14,0.563,42.9,0.9,1.87,8.8,3.95,-1.31,
20,-40,20,not_weak,squeeze,,,mfi_exit,25.0,"WR(20,-40) SMA20 MFI:not_weak BBW:squeeze mfi_exit",27,1.5791,55.6,0.95,1.78,18,0.8578,50.0,0.9,1.64,16.1,5.04,-2.87,
30,-30,10,not_weak,,,,momentum_ride,40.0,"WR(30,-30) SMA10 MFI:not_weak momentum_ride",100,0.8731,49.0,0.89,1.77,68,0.7299,54.4,0.9,1.78,7.4,3.56,-1.63,
30,-30,20,not_weak,squeeze,25.0,below,mfi_exit,25.0,"WR(30,-30) SMA20 MFI:not_weak BBW:squeeze ADXb25 mfi_exit",22,0.6021,50.0,0.4,1.25,15,0.7259,53.3,0.9,1.64,15.8,4.91,-2.78,
30,-50,10,not_weak,,,,momentum_ride,40.0,"WR(30,-50) SMA10 MFI:not_weak momentum_ride",76,1.2353,50.0,1.04,2.03,52,1.9287,51.9,0.9,2.97,7.7,4.32,-1.75,
14,-40,10,not_weak,squeeze,20.0,above,momentum_ride,40.0,"WR(14,-40) SMA10 MFI:not_weak BBW:squeeze ADXa20 momentum_ride",19,0.9023,57.9,1.31,2.09,13,0.631,46.2,0.89,1.81,8.2,2.96,-1.24,
14,-40,10,accumulating,,,,adaptive,30.0,"WR(14,-40) SMA10 MFI:accumulating adaptive",67,0.9356,59.7,1.2,1.87,46,0.6039,50.0,0.89,1.6,7.0,2.89,-1.86,
14,-50,10,,,,,momentum_ride,40.0,"WR(14,-50) SMA10 momentum_ride",106,1.3157,54.7,1.16,2.25,72,1.7024,50.0,0.89,2.69,7.5,4.23,-1.63,
14,-50,10,not_weak,squeeze,20.0,above,momentum_ride,40.0,"WR(14,-50) SMA10 MFI:not_weak BBW:squeeze ADXa20 momentum_ride",18,0.869,61.1,1.24,2.09,13,0.631,46.2,0.89,1.81,7.9,2.9,-1.25,
20,-30,10,,,,,mfi_exit,25.0,"WR(20,-30) SMA10 mfi_exit",61,2.0857,63.9,1.47,2.33,41,2.2411,43.9,0.89,3.0,15.4,5.81,-2.56,
20,-50,10,,,,,momentum_ride,40.0,"WR(20,-50) SMA10 momentum_ride",95,1.2111,49.5,1.04,2.04,64,1.7662,48.4,0.89,2.78,7.7,4.31,-1.69,
20,-50,20,not_weak,not_expanded,25.0,below,adaptive,30.0,"WR(20,-50) SMA20 MFI:not_weak BBW:not_expanded ADXb25 adaptive",47,1.5969,66.0,1.81,2.87,32,0.7306,46.9,0.89,1.68,7.7,2.99,-1.89,
14,-30,20,,squeeze,20.0,above,momentum_ride,40.0,"WR(14,-30) SMA20 BBW:squeeze ADXa20 momentum_ride",20,2.5326,65.0,2.12,6.29,14,0.5335,42.9,0.88,1.99,8.7,3.79,-1.4,
14,-40,20,not_weak,squeeze,20.0,above,momentum_ride,40.0,"WR(14,-40) SMA20 MFI:not_weak BBW:squeeze ADXa20 momentum_ride",17,2.736,64.7,2.16,6.81,12,0.5791,41.7,0.88,1.93,8.8,3.74,-1.35,
20,-40,10,not_weak,squeeze,25.0,below,sma_break,25.0,"WR(20,-40) SMA10 MFI:not_weak BBW:squeeze ADXb25 sma_break",30,1.0363,76.7,1.51,2.43,21,0.6674,61.9,0.88,1.82,6.3,2.1,-2.18,
20,-50,10,not_weak,squeeze,,,momentum_ride,40.0,"WR(20,-50) SMA10 MFI:not_weak BBW:squeeze momentum_ride",36,0.0434,50.0,0.07,1.05,25,0.8932,40.0,0.88,1.78,7.6,3.15,-1.51,
30,-30,10,not_weak,not_expanded,25.0,below,momentum_ride,40.0,"WR(30,-30) SMA10 MFI:not_weak BBW:not_expanded ADXb25 momentum_ride",57,2.1859,54.4,1.59,3.46,38,2.0329,47.4,0.88,2.73,8.1,5.26,-1.45,
30,-30,20,accumulating,squeeze,25.0,below,momentum_ride,40.0,"WR(30,-30) SMA20 MFI:accumulating BBW:squeeze ADXb25 momentum_ride",21,0.5389,47.6,0.68,1.57,15,1.0968,40.0,0.88,2.04,8.5,3.67,-1.38,
30,-50,10,,not_expanded,25.0,below,adaptive,30.0,"WR(30,-50) SMA10 BBW:not_expanded ADXb25 adaptive",42,1.8766,66.7,1.89,3.03,28,0.6817,53.6,0.88,1.55,7.6,3.25,-1.88,
14,-30,10,accumulating,squeeze,25.0,below,fixed,,"WR(14,-30) SMA10 MFI:accumulating BBW:squeeze ADXb25 fixed10",20,1.4102,65.0,1.05,1.79,14,0.7691,42.9,0.87,1.57,10.0,3.97,-2.29,10.0
14,-40,10,,,25.0,below,momentum_ride,40.0,"WR(14,-40) SMA10 ADXb25 momentum_ride",70,1.5255,54.3,1.28,2.52,48,1.8521,45.8,0.87,2.4,7.8,4.88,-1.62,
14,-40,10,,squeeze,,,mfi_exit,25.0,"WR(14,-40) SMA10 BBW:squeeze mfi_exit",31,1.2818,48.4,0.86,1.66,22,0.7658,45.5,0.87,1.66,15.1,4.68,-2.6,
20,-30,10,accumulating,squeeze,25.0,below,fixed,,"WR(20,-30) SMA10 MFI:accumulating BBW:squeeze ADXb25 fixed10",20,1.4102,65.0,1.05,1.79,14,0.7691,42.9,0.87,1.57,10.0,3.97,-2.29,10.0
20,-40,10,not_weak,,,,momentum_ride,40.0,"WR(20,-40) SMA10 MFI:not_weak momentum_ride",97,0.5455,46.4,0.55,1.41,66,1.7164,45.5,0.87,2.56,7.3,4.02,-1.7,
20,-40,10,accumulating,,,,adaptive,30.0,"WR(20,-40) SMA10 MFI:accumulating adaptive",62,0.9702,56.5,1.16,1.85,42,0.5925,50.0,0.87,1.59,7.0,2.96,-1.91,
20,-50,10,accumulating,not_expanded,20.0,above,momentum_ride,40.0,"WR(20,-50) SMA10 MFI:accumulating BBW:not_expanded ADXa20 momentum_ride",23,0.901,52.2,0.97,1.78,16,0.5705,37.5,0.87,2.32,7.7,3.68,-1.65,
30,-30,10,not_weak,,25.0,below,momentum_ride,40.0,"WR(30,-30) SMA10 MFI:not_weak ADXb25 momentum_ride",64,1.9207,51.6,1.43,2.92,44,1.885,50.0,0.87,2.57,8.0,5.11,-1.56,
30,-40,10,not_weak,,,,momentum_ride,40.0,"WR(30,-40) SMA10 MFI:not_weak momentum_ride",89,0.8479,48.3,0.85,1.67,60,1.7752,51.7,0.87,2.66,7.6,4.17,-1.73,
14,-30,20,,,25.0,below,momentum_ride,40.0,"WR(14,-30) SMA20 ADXb25 momentum_ride",66,1.7175,54.5,1.43,2.78,45,0.8638,53.3,0.86,1.69,8.2,4.35,-1.72,
14,-30,20,not_weak,,25.0,below,momentum_ride,40.0,"WR(14,-30) SMA20 MFI:not_weak ADXb25 momentum_ride",63,1.814,55.6,1.49,2.92,43,0.8573,53.5,0.86,1.72,8.3,4.41,-1.69,
14,-40,10,not_weak,,20.0,above,momentum_ride,40.0,"WR(14,-40) SMA10 MFI:not_weak ADXa20 momentum_ride",69,0.662,52.2,0.69,1.49,46,1.9275,47.8,0.86,3.17,7.6,4.01,-1.73,
14,-40,20,not_weak,,25.0,below,adaptive,30.0,"WR(14,-40) SMA20 MFI:not_weak ADXb25 adaptive",52,1.4832,63.5,1.63,2.65,35,0.7175,51.4,0.86,1.61,7.9,3.12,-2.05,
20,-30,20,,,25.0,below,momentum_ride,40.0,"WR(20,-30) SMA20 ADXb25 momentum_ride",66,1.7175,54.5,1.43,2.78,45,0.8638,53.3,0.86,1.69,8.2,4.35,-1.72,
20,-30,20,not_weak,,25.0,below,momentum_ride,40.0,"WR(20,-30) SMA20 MFI:not_weak ADXb25 momentum_ride",63,1.814,55.6,1.49,2.92,43,0.8573,53.5,0.86,1.72,8.3,4.41,-1.69,
20,-40,20,,squeeze,25.0,below,adaptive,30.0,"WR(20,-40) SMA20 BBW:squeeze ADXb25 adaptive",31,0.402,48.4,0.51,1.36,22,0.7265,50.0,0.86,1.56,8.1,3.13,-1.85,
20,-50,20,,not_expanded,25.0,below,adaptive,30.0,"WR(20,-50) SMA20 BBW:not_expanded ADXb25 adaptive",50,1.6485,68.0,1.89,2.99,34,0.6943,47.1,0.86,1.63,7.5,3.02,-1.84,
30,-30,10,accumulating,,,,adaptive,30.0,"WR(30,-30) SMA10 MFI:accumulating adaptive",64,1.1821,57.8,1.42,2.14,44,0.5833,50.0,0.86,1.56,7.2,3.05,-1.89,
30,-30,20,not_weak,,25.0,below,momentum_ride,40.0,"WR(30,-30) SMA20 MFI:not_weak ADXb25 momentum_ride",63,1.8193,55.6,1.51,3.05,42,0.8005,54.8,0.86,1.7,8.3,4.38,-1.64,
14,-30,20,,not_expanded,25.0,below,momentum_ride,40.0,"WR(14,-30) SMA20 BBW:not_expanded ADXb25 momentum_ride",58,1.7657,53.4,1.46,2.94,40,0.8348,52.5,0.85,1.74,8.3,4.31,-1.63,
14,-50,20,,not_expanded,25.0,below,momentum_ride,40.0,"WR(14,-50) SMA20 BBW:not_expanded ADXb25 momentum_ride",54,2.092,63.0,1.71,3.66,36,0.8603,52.8,0.85,1.75,8.1,4.16,-1.6,
20,-30,20,,not_expanded,25.0,below,momentum_ride,40.0,"WR(20,-30) SMA20 BBW:not_expanded ADXb25 momentum_ride",58,1.7657,53.4,1.46,2.94,40,0.8348,52.5,0.85,1.74,8.3,4.31,-1.63,
20,-40,10,not_weak,squeeze,,,mfi_exit,25.0,"WR(20,-40) SMA10 MFI:not_weak BBW:squeeze mfi_exit",26,0.8722,46.2,0.54,1.37,18,0.679,55.6,0.85,1.59,15.9,4.52,-2.95,
20,-50,20,accumulating,squeeze,,,momentum_ride,40.0,"WR(20,-50) SMA20 MFI:accumulating BBW:squeeze momentum_ride",25,1.9916,48.0,1.61,3.38,17,0.9923,35.3,0.85,2.11,9.1,4.33,-1.26,
30,-30,20,,,25.0,below,momentum_ride,40.0,"WR(30,-30) SMA20 ADXb25 momentum_ride",65,1.6853,56.9,1.39,2.72,44,0.8097,54.5,0.85,1.67,8.2,4.35,-1.67,
30,-40,10,not_weak,,,,adaptive,30.0,"WR(30,-40) SMA10 MFI:not_weak adaptive",77,1.1059,58.4,1.33,2.04,52,0.614,50.0,0.85,1.55,7.2,2.86,-2.01,
30,-40,20,not_weak,not_expanded,25.0,below,mfi_exit,25.0,"WR(30,-40) SMA20 MFI:not_weak BBW:not_expanded ADXb25 mfi_exit",32,2.6492,59.4,1.54,2.48,22,0.5969,45.5,0.85,1.52,17.5,5.86,-2.7,
14,-30,10,,,,,momentum_ride,40.0,"WR(14,-30) SMA10 momentum_ride",120,0.8046,49.2,0.87,1.67,80,1.5327,50.0,0.84,2.54,7.5,4.03,-1.6,
14,-30,10,,,25.0,below,momentum_ride,40.0,"WR(14,-30) SMA10 ADXb25 momentum_ride",73,1.8995,56.2,1.48,2.94,49,1.7739,46.9,0.84,2.36,8.0,5.02,-1.54,
14,-40,10,,,,,momentum_ride,40.0,"WR(14,-40) SMA10 momentum_ride",117,0.7248,50.4,0.8,1.62,78,1.5608,48.7,0.84,2.53,7.4,4.03,-1.61,
14,-40,10,not_weak,squeeze,25.0,below,bbw_contract,30.0,"WR(14,-40) SMA10 MFI:not_weak BBW:squeeze ADXb25 bbw_contract",24,0.8608,70.8,0.95,1.74,17,0.8083,64.7,0.84,1.77,13.6,3.25,-3.04,
20,-30,10,not_weak,squeeze,25.0,below,bbw_contract,30.0,"WR(20,-30) SMA10 MFI:not_weak BBW:squeeze ADXb25 bbw_contract",25,1.7384,72.0,1.41,2.55,17,0.8083,64.7,0.84,1.77,13.7,3.74,-2.96,
20,-40,20,not_weak,not_expanded,25.0,below,adaptive,30.0,"WR(20,-40) SMA20 MFI:not_weak BBW:not_expanded ADXb25 adaptive",48,1.2126,60.4,1.37,2.24,32,0.7099,46.9,0.84,1.6,8.0,2.94,-2.02,
30,-30,20,,not_expanded,25.0,below,momentum_ride,40.0,"WR(30,-30) SMA20 BBW:not_expanded ADXb25 momentum_ride",57,1.7299,56.1,1.42,2.87,39,0.7731,53.8,0.84,1.71,8.3,4.31,-1.57,
30,-40,10,not_weak,,25.0,below,sma_break,25.0,"WR(30,-40) SMA10 MFI:not_weak ADXb25 sma_break",51,1.4733,78.4,1.95,3.1,35,0.6155,65.7,0.84,1.69,6.4,2.36,-2.34,
30,-50,20,not_weak,,25.0,below,adaptive,30.0,"WR(30,-50) SMA20 MFI:not_weak ADXb25 adaptive",45,1.8792,66.7,2.01,3.17,30,0.6258,56.7,0.84,1.54,7.9,3.23,-1.95,
14,-30,10,,squeeze,,,fixed,,"WR(14,-30) SMA10 BBW:squeeze fixed20",24,1.7004,54.2,1.08,1.94,16,0.8853,50.0,0.83,1.53,20.0,5.5,-3.32,20.0
14,-30,10,accumulating,,20.0,above,adaptive,30.0,"WR(14,-30) SMA10 MFI:accumulating ADXa20 adaptive",48,1.1567,62.5,1.42,2.08,32,0.5031,40.6,0.83,1.59,6.8,2.86,-1.87,
14,-40,10,not_weak,squeeze,,,fixed,,"WR(14,-40) SMA10 MFI:not_weak BBW:squeeze fixed20",22,1.6399,54.5,1.11,1.98,16,0.8902,50.0,0.83,1.54,20.0,5.42,-3.3,20.0
20,-30,10,not_weak,,,,fixed,,"WR(20,-30) SMA10 MFI:not_weak fixed10",76,1.1576,55.3,1.06,1.76,51,0.5752,62.7,0.83,1.57,10.0,3.59,-2.61,10.0
20,-50,10,not_weak,not_expanded,25.0,below,adaptive,30.0,"WR(20,-50) SMA10 MFI:not_weak BBW:not_expanded ADXb25 adaptive",46,1.5299,67.4,1.7,2.72,31,0.659,51.6,0.83,1.56,7.6,3.04,-1.84,
30,-30,10,,not_expanded,25.0,below,momentum_ride,40.0,"WR(30,-30) SMA10 BBW:not_expanded ADXb25 momentum_ride",60,2.0988,58.3,1.55,3.26,40,1.8741,47.5,0.83,2.58,8.0,5.14,-1.44,
30,-30,20,,,25.0,below,adaptive,30.0,"WR(30,-30) SMA20 ADXb25 adaptive",55,1.6064,65.5,1.81,2.82,37,0.6643,51.4,0.83,1.55,7.7,3.15,-1.95,
30,-40,20,not_weak,squeeze,,,momentum_ride,40.0,"WR(30,-40) SMA20 MFI:not_weak BBW:squeeze momentum_ride",36,1.4061,52.8,1.27,2.65,25,0.7501,52.0,0.83,1.76,8.4,3.65,-1.46,
30,-50,10,accumulating,,20.0,above,mfi_exit,25.0,"WR(30,-50) SMA10 MFI:accumulating ADXa20 mfi_exit",25,3.35,68.0,2.34,3.21,17,0.5615,47.1,0.83,1.48,16.8,5.89,-2.86,
14,-30,10,not_weak,squeeze,,,momentum_ride,40.0,"WR(14,-30) SMA10 MFI:not_weak BBW:squeeze momentum_ride",45,0.2528,48.9,0.41,1.27,31,0.7372,48.4,0.82,1.66,7.5,3.23,-1.44,
14,-40,20,accumulating,,,,momentum_ride,40.0,"WR(14,-40) SMA20 MFI:accumulating momentum_ride",68,0.9919,50.0,0.95,1.84,46,0.6718,54.3,0.82,1.86,7.9,3.66,-1.62,
14,-40,20,accumulating,squeeze,25.0,below,momentum_ride,40.0,"WR(14,-40) SMA20 MFI:accumulating BBW:squeeze ADXb25 momentum_ride",21,0.6207,57.1,0.79,1.69,14,1.0608,28.6,0.82,1.92,8.4,3.44,-1.42,
14,-50,10,accumulating,,25.0,below,momentum_ride,40.0,"WR(14,-50) SMA10 MFI:accumulating ADXb25 momentum_ride",40,1.693,52.5,1.4,2.98,27,0.8378,51.9,0.82,1.76,7.9,4.42,-1.69,
14,-50,20,,squeeze,25.0,below,mfi_exit,25.0,"WR(14,-50) SMA20 BBW:squeeze ADXb25 mfi_exit",21,0.5601,52.4,0.36,1.21,15,0.6747,46.7,0.82,1.57,15.8,4.79,-3.03,
20,-40,20,,squeeze,25.0,below,mfi_exit,25.0,"WR(20,-40) SMA20 BBW:squeeze ADXb25 mfi_exit",22,0.3674,50.0,0.24,1.14,16,0.6503,50.0,0.82,1.54,15.8,4.73,-2.91,
20,-40,20,not_weak,,25.0,below,adaptive,30.0,"WR(20,-40) SMA20 MFI:not_weak ADXb25 adaptive",52,1.3493,59.6,1.48,2.42,35,0.7079,51.4,0.82,1.57,7.9,3.12,-2.07,
30,-30,10,,,25.0,below,fixed,,"WR(30,-30) SMA10 ADXb25 fixed10",48,1.9358,58.3,1.55,2.41,33,0.6962,63.6,0.82,1.57,10.0,4.1,-2.58,10.0
30,-30,20,accumulating,,,,momentum_ride,40.0,"WR(30,-30) SMA20 MFI:accumulating momentum_ride",69,0.9849,49.3,0.94,1.84,46,0.6689,54.3,0.82,1.85,7.9,3.69,-1.62,
30,-40,10,not_weak,not_expanded,25.0,below,mfi_exit,25.0,"WR(30,-40) SMA10 MFI:not_weak BBW:not_expanded ADXb25 mfi_exit",33,3.8445,63.6,1.72,3.14,23,0.5809,52.2,0.82,1.48,17.1,6.38,-2.7,
30,-40,10,accumulating,,25.0,below,adaptive,30.0,"WR(30,-40) SMA10 MFI:accumulating ADXb25 adaptive",37,1.915,67.6,2.48,4.08,26,0.6813,57.7,0.82,1.51,7.5,3.48,-1.93,
30,-40,20,,not_expanded,25.0,below,mfi_exit,25.0,"WR(30,-40) SMA20 BBW:not_expanded ADXb25 mfi_exit",33,2.6056,57.6,1.52,2.43,22,0.5769,45.5,0.82,1.49,17.4,5.84,-2.71,
30,-50,10,,,,,momentum_ride,40.0,"WR(30,-50) SMA10 momentum_ride",84,1.3502,48.8,1.17,2.21,56,1.7153,48.2,0.82,2.63,7.7,4.37,-1.68,
14,-30,10,accumulating,,25.0,below,adaptive,30.0,"WR(14,-30) SMA10 MFI:accumulating ADXb25 adaptive",43,1.5788,62.8,2.13,3.31,30,0.6033,56.7,0.81,1.51,7.2,3.17,-1.8,
14,-30,10,accumulating,squeeze,20.0,above,momentum_ride,40.0,"WR(14,-30) SMA10 MFI:accumulating BBW:squeeze ADXa20 momentum_ride",13,0.6477,61.5,1.37,1.95,10,0.6751,30.0,0.81,1.93,7.5,3.58,-1.15,
14,-30,20,accumulating,,,,fixed,,"WR(14,-30) SMA20 MFI:accumulating fixed20",34,3.3867,64.7,1.79,2.73,23,0.7206,65.2,0.81,1.5,20.0,6.44,-3.5,20.0
14,-30,20,accumulating,squeeze,25.0,below,momentum_ride,40.0,"WR(14,-30) SMA20 MFI:accumulating BBW:squeeze ADXb25 momentum_ride",21,0.5389,47.6,0.68,1.57,15,1.0138,33.3,0.81,1.94,8.6,3.63,-1.42,
14,-50,10,accumulating,not_expanded,20.0,above,momentum_ride,40.0,"WR(14,-50) SMA10 MFI:accumulating BBW:not_expanded ADXa20 momentum_ride",27,0.9,55.6,0.97,1.69,19,0.4951,42.1,0.81,2.12,7.8,3.57,-1.68,
14,-50,20,accumulating,squeeze,,,momentum_ride,40.0,"WR(14,-50) SMA20 MFI:accumulating BBW:squeeze momentum_ride",25,1.581,52.0,1.3,2.81,18,0.9132,33.3,0.81,2.06,8.3,4.03,-1.33,
20,-30,10,accumulating,,25.0,below,adaptive,30.0,"WR(20,-30) SMA10 MFI:accumulating ADXb25 adaptive",43,1.5788,62.8,2.13,3.31,30,0.6033,56.7,0.81,1.51,7.2,3.17,-1.8,
20,-30,10,accumulating,squeeze,20.0,above,momentum_ride,40.0,"WR(20,-30) SMA10 MFI:accumulating BBW:squeeze ADXa20 momentum_ride",13,0.8515,61.5,2.05,2.78,10,0.6751,30.0,0.81,1.93,7.5,3.58,-1.1,
20,-30,20,accumulating,,,,fixed,,"WR(20,-30) SMA20 MFI:accumulating fixed20",34,3.3867,64.7,1.79,2.73,23,0.7206,65.2,0.81,1.5,20.0,6.44,-3.5,20.0
20,-30,20,accumulating,squeeze,25.0,below,momentum_ride,40.0,"WR(20,-30) SMA20 MFI:accumulating BBW:squeeze ADXb25 momentum_ride",21,0.5389,47.6,0.68,1.57,15,1.0138,33.3,0.81,1.94,8.6,3.63,-1.42,
20,-40,20,,not_expanded,25.0,below,adaptive,30.0,"WR(20,-40) SMA20 BBW:not_expanded ADXb25 adaptive",51,1.2858,62.7,1.46,2.36,34,0.6749,47.1,0.81,1.56,7.8,2.96,-1.96,
20,-40,20,accumulating,squeeze,25.0,below,momentum_ride,40.0,"WR(20,-40) SMA20 MFI:accumulating BBW:squeeze ADXb25 momentum_ride",21,0.5389,47.6,0.68,1.57,15,1.0138,33.3,0.81,1.94,8.6,3.63,-1.42,
30,-50,10,not_weak,not_expanded,25.0,below,mfi_exit,25.0,"WR(30,-50) SMA10 MFI:not_weak BBW:not_expanded ADXb25 mfi_exit",31,3.9844,61.3,1.69,3.08,21,0.6264,52.4,0.81,1.49,16.7,6.69,-2.78,
14,-40,10,,,20.0,above,momentum_ride,40.0,"WR(14,-40) SMA10 ADXa20 momentum_ride",78,0.809,51.3,0.84,1.65,52,1.6929,46.2,0.8,2.91,7.6,4.1,-1.63,
14,-50,20,,,25.0,below,momentum_ride,40.0,"WR(14,-50) SMA20 ADXb25 momentum_ride",62,1.9156,59.7,1.57,3.13,42,0.7984,54.8,0.8,1.63,8.0,4.12,-1.71,
20,-30,10,accumulating,,,,adaptive,30.0,"WR(20,-30) SMA10 MFI:accumulating adaptive",68,1.1008,58.8,1.35,2.06,46,0.5261,50.0,0.8,1.52,7.1,2.93,-1.88,
20,-40,10,,not_expanded,25.0,below,adaptive,30.0,"WR(20,-40) SMA10 BBW:not_expanded ADXb25 adaptive",52,1.4292,59.6,1.58,2.61,36,0.6451,50.0,0.8,1.53,7.5,3.02,-1.81,
20,-40,20,not_weak,not_expanded,25.0,below,momentum_ride,40.0,"WR(20,-40) SMA20 MFI:not_weak BBW:not_expanded ADXb25 momentum_ride",55,1.8534,54.5,1.51,3.03,38,0.7769,50.0,0.8,1.66,8.4,4.35,-1.61,
20,-50,20,not_weak,,25.0,below,adaptive,30.0,"WR(20,-50) SMA20 MFI:not_weak ADXb25 adaptive",51,1.7477,66.7,1.94,3.19,35,0.6662,48.6,0.8,1.56,7.5,3.17,-1.96,
30,-40,10,accumulating,,,,fixed,,"WR(30,-40) SMA10 MFI:accumulating fixed10",51,2.5472,64.7,1.88,2.61,34,0.6951,50.0,0.8,1.53,10.0,4.51,-2.74,10.0
30,-40,10,accumulating,,,,adaptive,30.0,"WR(30,-40) SMA10 MFI:accumulating adaptive",58,1.7041,65.5,2.0,2.85,39,0.5857,48.7,0.8,1.51,7.2,3.33,-1.91,
