cfg_wr_period,cfg_wr_thresh,cfg_sma_period,cfg_mfi_filter,cfg_bbw_filter,cfg_adx_filter,cfg_adx_mode,cfg_exit_mode,cfg_max_hold,label,is_n,is_avg,is_win,is_sharpe,is_pf,oos_n,oos_avg,oos_win,oos_sharpe,oos_pf,avg_hold,avg_peak,avg_dd,cfg_hold_days
14,-50,20,,,25.0,below,adaptive,30.0,"WR(14,-50) SMA20 ADXb25 adaptive",54,1.5392,66.7,1.73,2.79,37,0.8436,56.8,1.02,1.7,7.6,3.13,-1.98,
14,-50,20,,not_expanded,25.0,below,mfi_exit,25.0,"WR(14,-50) SMA20 BBW:not_expanded ADXb25 mfi_exit",33,2.3434,60.6,1.34,2.12,22,0.9056,45.5,1.02,1.71,17.5,5.9,-2.97,
14,-50,20,not_weak,,25.0,below,momentum_ride,40.0,"WR(14,-50) SMA20 MFI:not_weak ADXb25 momentum_ride",60,1.9928,60.0,1.61,3.24,40,1.0214,57.5,1.02,1.89,8.1,4.21,-1.67,
20,-30,10,not_weak,squeeze,,,fixed,,"WR(20,-30) SMA10 MFI:not_weak BBW:squeeze fixed10",31,0.9409,51.6,0.93,1.68,22,0.5949,59.1,1.02,1.71,10.0,3.02,-2.17,10.0
30,-30,10,accumulating,,25.0,below,mfi_exit,25.0,"WR(30,-30) SMA10 MFI:accumulating ADXb25 mfi_exit",30,3.8269,66.7,1.68,3.06,20,1.2383,55.0,1.02,1.73,17.1,6.97,-2.9,
30,-40,10,,,20.0,above,adaptive,30.0,"WR(30,-40) SMA10 ADXa20 adaptive",55,0.7894,54.5,0.97,1.63,38,0.6867,42.1,1.02,1.72,6.8,2.72,-1.94,
30,-40,10,,,20.0,above,momentum_ride,40.0,"WR(30,-40) SMA10 ADXa20 momentum_ride",61,0.4831,45.9,0.55,1.36,42,2.4695,50.0,1.02,3.28,7.7,4.4,-1.73,
30,-40,10,not_weak,,,,sma_break,25.0,"WR(30,-40) SMA10 MFI:not_weak sma_break",72,1.1206,76.4,1.57,2.34,49,0.6881,71.4,1.02,1.89,6.4,2.17,-2.39,
30,-40,20,,,,,mfi_exit,25.0,"WR(30,-40) SMA20 mfi_exit",50,2.1932,58.0,1.53,2.4,34,3.0322,50.0,1.02,3.98,16.3,6.37,-2.55,
30,-50,20,,squeeze,25.0,below,momentum_ride,40.0,"WR(30,-50) SMA20 BBW:squeeze ADXb25 momentum_ride",25,0.9178,48.0,1.06,2.07,17,1.4157,41.2,1.02,2.1,7.7,3.62,-1.52,
14,-30,20,not_weak,squeeze,,,momentum_ride,40.0,"WR(14,-30) SMA20 MFI:not_weak BBW:squeeze momentum_ride",42,0.8408,50.0,0.87,1.93,28,0.9973,50.0,1.01,1.99,8.0,3.4,-1.59,
14,-40,10,,not_expanded,25.0,below,momentum_ride,40.0,"WR(14,-40) SMA10 BBW:not_expanded ADXb25 momentum_ride",61,1.7243,55.7,1.4,2.9,42,2.2684,50.0,1.01,2.96,8.0,5.1,-1.49,
14,-40,20,not_weak,squeeze,,,momentum_ride,40.0,"WR(14,-40) SMA20 MFI:not_weak BBW:squeeze momentum_ride",40,0.6866,52.5,0.71,1.74,28,0.9973,50.0,1.01,1.99,7.9,3.44,-1.63,
14,-40,20,accumulating,,,,fixed,,"WR(14,-40) SMA20 MFI:accumulating fixed20",34,3.4336,64.7,1.8,2.76,23,0.8721,73.9,1.01,1.68,20.0,6.58,-3.38,20.0
14,-50,10,not_weak,,25.0,below,momentum_ride,40.0,"WR(14,-50) SMA10 MFI:not_weak ADXb25 momentum_ride",60,1.5693,56.7,1.25,2.54,40,2.2935,52.5,1.01,2.99,8.0,4.81,-1.76,
20,-30,10,not_weak,not_expanded,25.0,below,momentum_ride,40.0,"WR(20,-30) SMA10 MFI:not_weak BBW:not_expanded ADXb25 momentum_ride",60,2.1083,51.7,1.54,3.18,41,2.293,48.8,1.01,2.97,8.2,5.33,-1.52,
20,-40,20,,,25.0,below,fixed,,"WR(20,-40) SMA20 ADXb25 fixed20",31,3.4878,61.3,2.06,3.07,22,1.1281,59.1,1.01,1.74,20.0,6.94,-3.09,20.0
20,-40,20,,,25.0,below,mfi_exit,25.0,"WR(20,-40) SMA20 ADXb25 mfi_exit",37,2.0472,56.8,1.28,2.14,25,0.8654,48.0,1.01,1.67,17.1,5.77,-2.86,
30,-30,10,,,25.0,below,mfi_exit,25.0,"WR(30,-30) SMA10 ADXb25 mfi_exit",40,2.9372,60.0,1.45,2.62,28,2.8919,46.4,1.01,3.17,16.7,6.92,-2.83,
30,-40,10,not_weak,not_expanded,,,momentum_ride,40.0,"WR(30,-40) SMA10 MFI:not_weak BBW:not_expanded momentum_ride",68,0.926,48.5,1.01,1.86,46,2.2014,52.2,1.01,3.04,7.8,4.37,-1.68,
30,-50,10,not_weak,squeeze,25.0,below,mfi_exit,25.0,"WR(30,-50) SMA10 MFI:not_weak BBW:squeeze ADXb25 mfi_exit",18,2.3859,44.4,0.93,1.97,13,1.3617,53.8,1.01,2.0,14.6,5.82,-3.01,
14,-30,10,,,,,mfi_exit,25.0,"WR(14,-30) SMA10 mfi_exit",64,2.0259,62.5,1.49,2.31,43,2.4589,46.5,1.0,3.26,15.3,5.84,-2.5,
14,-30,10,,,25.0,below,adaptive,30.0,"WR(14,-30) SMA10 ADXb25 adaptive",64,1.4566,59.4,1.66,2.66,44,0.9316,54.5,1.0,1.73,7.3,3.22,-1.91,
14,-30,10,,not_expanded,25.0,below,momentum_ride,40.0,"WR(14,-30) SMA10 BBW:not_expanded ADXb25 momentum_ride",64,2.1415,57.8,1.62,3.42,43,2.2331,48.8,1.0,2.9,8.3,5.28,-1.43,
14,-30,20,,squeeze,,,fixed,,"WR(14,-30) SMA20 BBW:squeeze fixed20",22,1.9698,63.6,1.35,2.32,16,1.042,62.5,1.0,1.68,20.0,5.39,-3.27,20.0
14,-30,20,not_weak,not_expanded,25.0,below,adaptive,30.0,"WR(14,-30) SMA20 MFI:not_weak BBW:not_expanded ADXb25 adaptive",48,1.2126,60.4,1.37,2.24,33,0.8032,48.5,1.0,1.74,8.0,2.93,-2.02,
14,-40,10,accumulating,,,,mfi_exit,25.0,"WR(14,-40) SMA10 MFI:accumulating mfi_exit",43,1.5697,62.8,1.11,1.86,30,1.1216,50.0,1.0,1.78,15.9,5.12,-2.86,
14,-40,10,accumulating,,25.0,below,adaptive,30.0,"WR(14,-40) SMA10 MFI:accumulating ADXb25 adaptive",41,1.0826,58.5,1.61,2.4,28,0.7861,60.7,1.0,1.66,7.2,3.03,-1.89,
14,-50,10,not_weak,,20.0,above,momentum_ride,40.0,"WR(14,-50) SMA10 MFI:not_weak ADXa20 momentum_ride",63,0.7412,50.8,0.71,1.57,42,2.3348,50.0,1.0,4.04,7.5,4.12,-1.7,
20,-30,10,,not_expanded,25.0,below,mfi_exit,25.0,"WR(20,-30) SMA10 BBW:not_expanded ADXb25 mfi_exit",37,3.4553,64.9,1.57,2.74,26,2.9739,42.3,1.0,3.21,17.0,7.2,-2.71,
20,-30,20,not_weak,not_expanded,25.0,below,adaptive,30.0,"WR(20,-30) SMA20 MFI:not_weak BBW:not_expanded ADXb25 adaptive",48,1.2126,60.4,1.37,2.24,33,0.8032,48.5,1.0,1.74,8.0,2.93,-2.02,
20,-40,20,,not_expanded,25.0,below,mfi_exit,25.0,"WR(20,-40) SMA20 BBW:not_expanded ADXb25 mfi_exit",33,2.1445,57.6,1.23,2.03,23,0.8577,43.5,1.0,1.69,17.5,5.78,-2.95,
20,-50,10,,not_expanded,,,momentum_ride,40.0,"WR(20,-50) SMA10 BBW:not_expanded momentum_ride",72,1.2939,48.6,1.08,2.19,48,0.8578,50.0,1.0,1.93,7.7,3.86,-1.61,
30,-50,20,not_weak,,,,adaptive,30.0,"WR(30,-50) SMA20 MFI:not_weak adaptive",69,1.2493,55.1,1.33,2.12,47,0.6653,59.6,1.0,1.68,7.0,2.88,-1.92,
14,-30,10,not_weak,,,,momentum_ride,40.0,"WR(14,-30) SMA10 MFI:not_weak momentum_ride",111,0.5688,47.7,0.61,1.43,74,1.8608,55.4,0.99,3.14,7.6,3.98,-1.69,
14,-30,20,,,25.0,below,fixed,,"WR(14,-30) SMA20 ADXb25 fixed20",32,3.4747,62.5,2.08,3.13,22,1.0754,59.1,0.99,1.7,20.0,6.83,-3.07,20.0
14,-40,20,not_weak,not_expanded,25.0,below,adaptive,30.0,"WR(14,-40) SMA20 MFI:not_weak BBW:not_expanded ADXb25 adaptive",48,1.3576,64.6,1.53,2.47,33,0.8009,48.5,0.99,1.74,8.1,2.99,-1.96,
14,-40,20,not_weak,not_expanded,25.0,below,momentum_ride,40.0,"WR(14,-40) SMA20 MFI:not_weak BBW:not_expanded ADXb25 momentum_ride",55,2.0838,60.0,1.69,3.44,38,0.983,52.6,0.99,1.91,8.5,4.49,-1.57,
20,-30,10,not_weak,,,,mfi_exit,25.0,"WR(20,-30) SMA10 MFI:not_weak mfi_exit",54,1.8109,59.3,1.22,2.01,37,2.6057,48.6,0.99,3.32,16.4,5.86,-2.81,
20,-30,10,not_weak,,25.0,below,momentum_ride,40.0,"WR(20,-30) SMA10 MFI:not_weak ADXb25 momentum_ride",68,1.8433,50.0,1.39,2.75,46,2.1563,50.0,0.99,2.77,8.1,5.18,-1.62,
20,-30,20,,,25.0,below,fixed,,"WR(20,-30) SMA20 ADXb25 fixed20",32,3.4747,62.5,2.08,3.13,22,1.0754,59.1,0.99,1.7,20.0,6.83,-3.07,20.0
20,-40,10,,,,,mfi_exit,25.0,"WR(20,-40) SMA10 mfi_exit",56,2.0898,58.9,1.35,2.18,38,2.5864,47.4,0.99,3.35,15.8,6.04,-2.64,
20,-40,20,not_weak,squeeze,,,adaptive,30.0,"WR(20,-40) SMA20 MFI:not_weak BBW:squeeze adaptive",39,0.8117,53.8,1.0,1.8,27,0.7914,51.9,0.99,1.69,7.8,2.74,-1.81,
20,-50,10,,,,,adaptive,30.0,"WR(20,-50) SMA10 adaptive",82,0.8868,56.1,1.05,1.84,56,0.8719,53.6,0.99,1.71,7.1,2.83,-1.95,
30,-30,10,not_weak,,20.0,above,momentum_ride,40.0,"WR(30,-30) SMA10 MFI:not_weak ADXa20 momentum_ride",62,0.3412,46.8,0.38,1.24,42,0.759,57.1,0.99,1.87,7.4,3.26,-1.79,
30,-50,20,,not_expanded,25.0,below,adaptive,30.0,"WR(30,-50) SMA20 BBW:not_expanded ADXb25 adaptive",42,1.7532,66.7,1.91,2.92,29,0.7049,55.2,0.99,1.67,8.0,3.07,-1.81,
30,-50,20,not_weak,squeeze,25.0,below,mfi_exit,25.0,"WR(30,-50) SMA20 MFI:not_weak BBW:squeeze ADXb25 mfi_exit",19,0.1999,47.4,0.15,1.09,13,1.3359,53.8,0.99,1.97,15.2,4.89,-2.95,
14,-40,10,,,25.0,below,adaptive,30.0,"WR(14,-40) SMA10 ADXb25 adaptive",63,1.2633,58.7,1.51,2.44,42,0.9353,52.4,0.98,1.72,7.2,3.13,-1.95,
14,-40,20,,squeeze,,,fixed,,"WR(14,-40) SMA20 BBW:squeeze fixed20",22,1.8569,59.1,1.17,2.09,15,1.0574,60.0,0.98,1.65,20.0,5.36,-3.51,20.0
14,-40,20,,squeeze,25.0,below,fixed,,"WR(14,-40) SMA20 BBW:squeeze ADXb25 fixed20",18,1.5682,55.6,1.06,1.76,13,1.0261,69.2,0.98,1.65,20.0,5.34,-3.54,20.0
20,-50,10,,,20.0,above,momentum_ride,40.0,"WR(20,-50) SMA10 ADXa20 momentum_ride",61,0.7721,45.9,0.71,1.57,41,2.3041,53.7,0.98,3.85,7.7,4.4,-1.68,
20,-50,10,not_weak,,,,mfi_exit,25.0,"WR(20,-50) SMA10 MFI:not_weak mfi_exit",45,1.775,55.6,1.12,1.92,30,0.7175,50.0,0.98,1.7,16.6,5.2,-2.92,
30,-30,20,accumulating,,,,fixed,,"WR(30,-30) SMA20 MFI:accumulating fixed20",34,3.4427,64.7,1.82,2.76,23,0.9537,65.2,0.98,1.66,20.0,6.56,-3.45,20.0
14,-30,20,accumulating,squeeze,20.0,above,adaptive,30.0,"WR(14,-30) SMA20 MFI:accumulating BBW:squeeze ADXa20 adaptive",13,1.8196,61.5,4.1,6.1,10,0.4551,40.0,0.97,1.78,8.0,3.03,-1.31,
14,-50,10,,not_expanded,25.0,below,momentum_ride,40.0,"WR(14,-50) SMA10 BBW:not_expanded ADXb25 momentum_ride",55,1.8061,58.2,1.42,3.02,38,2.2643,50.0,0.97,2.98,7.9,4.93,-1.59,
14,-50,10,not_weak,,25.0,below,sma_break,25.0,"WR(14,-50) SMA10 MFI:not_weak ADXb25 sma_break",50,1.1272,72.0,1.63,2.5,34,0.7394,67.6,0.97,1.87,6.4,2.18,-2.41,
20,-30,20,accumulating,squeeze,20.0,above,adaptive,30.0,"WR(20,-30) SMA20 MFI:accumulating BBW:squeeze ADXa20 adaptive",13,1.8196,61.5,4.1,6.1,10,0.4551,40.0,0.97,1.78,8.0,3.03,-1.31,
20,-40,10,not_weak,squeeze,25.0,below,bbw_contract,30.0,"WR(20,-40) SMA10 MFI:not_weak BBW:squeeze ADXb25 bbw_contract",24,1.493,70.8,1.22,2.3,16,0.9658,62.5,0.97,1.87,13.7,3.63,-3.04,
20,-40,20,,,,,adaptive,30.0,"WR(20,-40) SMA20 adaptive",91,1.0151,54.9,1.18,1.97,61,0.8496,52.5,0.97,1.72,6.8,2.85,-1.92,
20,-40,20,accumulating,squeeze,20.0,above,adaptive,30.0,"WR(20,-40) SMA20 MFI:accumulating BBW:squeeze ADXa20 adaptive",13,1.8196,61.5,4.1,6.1,10,0.4551,40.0,0.97,1.78,8.0,3.03,-1.31,
20,-40,20,accumulating,not_expanded,20.0,above,momentum_ride,40.0,"WR(20,-40) SMA20 MFI:accumulating BBW:not_expanded ADXa20 momentum_ride",25,0.6,44.0,0.67,1.46,18,0.3043,55.6,0.97,1.84,7.7,3.2,-1.76,
20,-50,10,,squeeze,,,mfi_exit,25.0,"WR(20,-50) SMA10 BBW:squeeze mfi_exit",25,1.551,48.0,0.93,1.7,18,0.7846,50.0,0.97,1.7,16.5,5.03,-2.74,
20,-50,10,not_weak,,,,momentum_ride,40.0,"WR(20,-50) SMA10 MFI:not_weak momentum_ride",87,1.1637,51.7,0.97,1.94,58,2.0148,50.0,0.97,3.11,7.8,4.31,-1.75,
14,-30,20,,squeeze,25.0,below,adaptive,30.0,"WR(14,-30) SMA20 BBW:squeeze ADXb25 adaptive",31,0.402,48.4,0.51,1.36,22,0.7577,50.0,0.96,1.63,8.1,3.11,-1.89,
14,-30,20,,not_expanded,25.0,below,adaptive,30.0,"WR(14,-30) SMA20 BBW:not_expanded ADXb25 adaptive",51,1.2858,62.7,1.46,2.36,35,0.7638,48.6,0.96,1.7,7.8,2.95,-1.96,
14,-30,20,not_weak,,25.0,below,adaptive,30.0,"WR(14,-30) SMA20 MFI:not_weak ADXb25 adaptive",52,1.3493,59.6,1.48,2.42,36,0.7934,52.8,0.96,1.69,7.9,3.11,-2.08,
14,-30,20,not_weak,not_expanded,25.0,below,momentum_ride,40.0,"WR(14,-30) SMA20 MFI:not_weak BBW:not_expanded ADXb25 momentum_ride",56,1.8168,53.6,1.49,3.02,38,0.9576,55.3,0.96,1.86,8.4,4.38,-1.61,
14,-30,20,accumulating,not_expanded,20.0,above,momentum_ride,40.0,"WR(14,-30) SMA20 MFI:accumulating BBW:not_expanded ADXa20 momentum_ride",26,0.6275,46.2,0.72,1.5,18,0.301,55.6,0.96,1.83,7.7,3.2,-1.72,
14,-40,10,,,,,mfi_exit,25.0,"WR(14,-40) SMA10 mfi_exit",62,2.055,62.9,1.52,2.39,42,2.4092,45.2,0.96,3.17,15.2,5.84,-2.52,
14,-40,10,not_weak,,25.0,below,momentum_ride,40.0,"WR(14,-40) SMA10 MFI:not_weak ADXb25 momentum_ride",67,1.4983,50.7,1.23,2.44,46,2.0918,47.8,0.96,2.72,7.9,4.98,-1.64,
14,-40,20,,squeeze,25.0,below,adaptive,30.0,"WR(14,-40) SMA20 BBW:squeeze ADXb25 adaptive",31,0.4451,54.8,0.59,1.41,21,0.7801,47.6,0.96,1.62,8.3,3.14,-1.87,
14,-40,20,accumulating,not_expanded,20.0,above,momentum_ride,40.0,"WR(14,-40) SMA20 MFI:accumulating BBW:not_expanded ADXa20 momentum_ride",26,0.6275,46.2,0.72,1.5,18,0.301,55.6,0.96,1.83,7.7,3.2,-1.72,
14,-50,10,not_weak,,,,momentum_ride,40.0,"WR(14,-50) SMA10 MFI:not_weak momentum_ride",97,1.1863,54.6,1.03,2.03,65,1.9084,52.3,0.96,3.02,7.5,4.19,-1.7,
20,-30,10,,not_expanded,25.0,below,momentum_ride,40.0,"WR(20,-30) SMA10 BBW:not_expanded ADXb25 momentum_ride",63,2.1317,55.6,1.6,3.36,42,2.1718,47.6,0.96,2.8,8.2,5.25,-1.48,
20,-30,20,,squeeze,25.0,below,adaptive,30.0,"WR(20,-30) SMA20 BBW:squeeze ADXb25 adaptive",31,0.402,48.4,0.51,1.36,22,0.7577,50.0,0.96,1.63,8.1,3.11,-1.89,
20,-30,20,,not_expanded,25.0,below,adaptive,30.0,"WR(20,-30) SMA20 BBW:not_expanded ADXb25 adaptive",51,1.2858,62.7,1.46,2.36,35,0.7638,48.6,0.96,1.7,7.8,2.95,-1.96,
20,-30,20,not_weak,,25.0,below,adaptive,30.0,"WR(20,-30) SMA20 MFI:not_weak ADXb25 adaptive",52,1.3493,59.6,1.48,2.42,36,0.7934,52.8,0.96,1.69,7.9,3.11,-2.08,
20,-30,20,not_weak,not_expanded,25.0,below,momentum_ride,40.0,"WR(20,-30) SMA20 MFI:not_weak BBW:not_expanded ADXb25 momentum_ride",56,1.8168,53.6,1.49,3.02,38,0.9576,55.3,0.96,1.86,8.4,4.38,-1.61,
20,-30,20,accumulating,not_expanded,20.0,above,momentum_ride,40.0,"WR(20,-30) SMA20 MFI:accumulating BBW:not_expanded ADXa20 momentum_ride",26,0.6275,46.2,0.72,1.5,18,0.301,55.6,0.96,1.83,7.7,3.2,-1.72,
20,-40,20,not_weak,squeeze,,,momentum_ride,40.0,"WR(20,-40) SMA20 MFI:not_weak BBW:squeeze momentum_ride",42,0.8408,50.0,0.87,1.93,28,0.9267,53.6,0.96,1.85,8.0,3.44,-1.5,
20,-50,20,,squeeze,25.0,below,momentum_ride,40.0,"WR(20,-50) SMA20 BBW:squeeze ADXb25 momentum_ride",31,0.6356,51.6,0.87,1.72,22,1.2821,31.8,0.96,1.96,7.9,3.5,-1.58,
30,-30,10,,squeeze,20.0,above,momentum_ride,40.0,"WR(30,-30) SMA10 BBW:squeeze ADXa20 momentum_ride",19,1.2272,57.9,1.88,3.45,13,0.6685,46.2,0.96,1.9,8.2,3.27,-1.01,
30,-40,10,,,25.0,below,fixed,,"WR(30,-40) SMA10 ADXb25 fixed10",45,2.7225,68.9,2.2,3.5,30,0.8424,63.3,0.96,1.67,10.0,4.32,-2.47,10.0
30,-40,10,,not_expanded,,,momentum_ride,40.0,"WR(30,-40) SMA10 BBW:not_expanded momentum_ride",72,0.9706,48.6,1.08,1.93,49,2.0468,53.1,0.96,2.91,7.8,4.28,-1.64,
30,-50,10,not_weak,,,,adaptive,30.0,"WR(30,-50) SMA10 MFI:not_weak adaptive",67,1.2523,55.2,1.32,2.11,46,0.7237,58.7,0.96,1.62,7.2,3.01,-1.96,
30,-50,20,,,,,momentum_ride,40.0,"WR(30,-50) SMA20 momentum_ride",87,1.5424,52.9,1.32,2.49,58,2.0202,48.3,0.96,3.02,8.1,4.52,-1.69,
14,-30,10,,,25.0,below,mfi_exit,25.0,"WR(14,-30) SMA10 ADXb25 mfi_exit",43,2.7286,60.5,1.36,2.47,29,2.6782,44.8,0.95,2.87,16.5,6.67,-2.85,
14,-30,20,,,,,adaptive,30.0,"WR(14,-30) SMA20 adaptive",91,0.9996,54.9,1.16,1.96,62,0.8135,51.6,0.95,1.72,6.8,2.82,-1.94,
14,-40,10,,,,,fixed,,"WR(14,-40) SMA10 fixed10",79,1.0774,53.2,0.97,1.69,54,0.8093,61.1,0.95,1.72,10.0,3.65,-2.64,10.0
14,-40,10,,squeeze,20.0,above,momentum_ride,40.0,"WR(14,-40) SMA10 BBW:squeeze ADXa20 momentum_ride",21,0.7187,52.4,1.11,1.93,14,0.644,50.0,0.95,1.91,8.1,2.88,-1.14,
14,-40,10,not_weak,squeeze,25.0,below,sma_break,25.0,"WR(14,-40) SMA10 MFI:not_weak BBW:squeeze ADXb25 sma_break",31,0.725,74.2,1.35,2.03,22,0.7128,63.6,0.95,1.92,6.2,1.91,-2.19,
14,-50,10,,squeeze,20.0,above,momentum_ride,40.0,"WR(14,-50) SMA10 BBW:squeeze ADXa20 momentum_ride",20,0.6795,55.0,1.03,1.92,14,0.644,50.0,0.95,1.91,7.8,2.82,-1.14,
14,-50,20,not_weak,not_expanded,25.0,below,momentum_ride,40.0,"WR(14,-50) SMA20 MFI:not_weak BBW:not_expanded ADXb25 momentum_ride",52,2.1608,63.5,1.74,3.71,35,0.9648,54.3,0.95,1.88,8.2,4.23,-1.57,
20,-30,10,not_weak,squeeze,25.0,below,sma_break,25.0,"WR(20,-30) SMA10 MFI:not_weak BBW:squeeze ADXb25 sma_break",32,0.9911,75.0,1.49,2.45,22,0.7128,63.6,0.95,1.92,6.1,2.05,-2.15,
20,-30,10,accumulating,,20.0,above,mfi_exit,25.0,"WR(20,-30) SMA10 MFI:accumulating ADXa20 mfi_exit",34,2.4463,61.8,1.85,2.52,23,0.8173,43.5,0.95,1.63,16.9,5.62,-2.97,
20,-30,20,,,,,adaptive,30.0,"WR(20,-30) SMA20 adaptive",91,0.9996,54.9,1.16,1.96,62,0.8135,51.6,0.95,1.72,6.8,2.82,-1.94,
30,-30,10,,,25.0,below,adaptive,30.0,"WR(30,-30) SMA10 ADXb25 adaptive",60,1.4846,60.0,1.65,2.71,40,0.8458,52.5,0.95,1.67,7.4,3.2,-1.93,
30,-40,10,accumulating,,,,fixed,,"WR(30,-40) SMA10 MFI:accumulating fixed20",33,3.7781,66.7,2.52,3.89,22,1.1067,54.5,0.95,1.62,20.0,6.58,-3.33,20.0
30,-50,20,,not_expanded,,,adaptive,30.0,"WR(30,-50) SMA20 BBW:not_expanded adaptive",58,1.7795,63.8,2.0,3.05,39,0.6628,56.4,0.95,1.64,7.5,2.97,-1.82,
14,-40,10,not_weak,,,,momentum_ride,40.0,"WR(14,-40) SMA10 MFI:not_weak momentum_ride",107,0.5133,48.6,0.56,1.4,72,1.7892,51.4,0.94,2.86,7.4,3.98,-1.71,
14,-50,20,not_weak,squeeze,,,adaptive,30.0,"WR(14,-50) SMA20 MFI:not_weak BBW:squeeze adaptive",34,0.3694,52.9,0.52,1.37,24,0.6996,50.0,0.94,1.69,8.2,2.5,-2.02,
20,-40,10,accumulating,,25.0,below,adaptive,30.0,"WR(20,-40) SMA10 MFI:accumulating ADXb25 adaptive",40,1.4264,60.0,1.86,2.83,27,0.7483,59.3,0.94,1.63,7.2,3.24,-1.88,
30,-30,20,not_weak,not_expanded,25.0,below,momentum_ride,40.0,"WR(30,-30) SMA20 MFI:not_weak BBW:not_expanded ADXb25 momentum_ride",55,1.8595,54.5,1.53,3.2,38,0.8671,55.3,0.94,1.84,8.4,4.35,-1.56,
30,-50,10,not_weak,,25.0,below,sma_break,25.0,"WR(30,-50) SMA10 MFI:not_weak ADXb25 sma_break",44,1.5961,77.3,1.98,3.04,30,0.7158,66.7,0.94,1.83,6.3,2.43,-2.42,
14,-30,10,not_weak,,25.0,below,momentum_ride,40.0,"WR(14,-30) SMA10 MFI:not_weak ADXb25 momentum_ride",70,1.8895,52.9,1.45,2.86,47,2.0051,48.9,0.93,2.66,8.1,5.11,-1.56,
14,-30,20,,not_expanded,25.0,below,mfi_exit,25.0,"WR(14,-30) SMA20 BBW:not_expanded ADXb25 mfi_exit",33,2.1445,57.6,1.23,2.03,23,0.8218,43.5,0.93,1.62,17.7,5.82,-2.98,
14,-40,10,not_weak,squeeze,,,bbw_contract,30.0,"WR(14,-40) SMA10 MFI:not_weak BBW:squeeze bbw_contract",32,1.1708,65.6,0.91,2.0,22,0.7881,72.7,0.93,1.97,12.9,3.28,-2.89,
20,-30,20,,not_expanded,25.0,below,mfi_exit,25.0,"WR(20,-30) SMA20 BBW:not_expanded ADXb25 mfi_exit",33,2.1445,57.6,1.23,2.03,23,0.8218,43.5,0.93,1.62,17.7,5.82,-2.98,
20,-40,10,,,,,adaptive,30.0,"WR(20,-40) SMA10 adaptive",93,0.7673,51.6,0.89,1.66,63,0.802,50.8,0.93,1.67,7.0,2.86,-1.93,
20,-40,20,not_weak,squeeze,20.0,above,fixed,,"WR(20,-40) SMA20 MFI:not_weak BBW:squeeze ADXa20 fixed10",13,0.8709,69.2,1.42,2.06,10,0.9232,50.0,0.93,1.8,10.0,2.94,-1.99,10.0
20,-50,10,not_weak,not_expanded,,,momentum_ride,40.0,"WR(20,-50) SMA10 MFI:not_weak BBW:not_expanded momentum_ride",67,1.3945,50.7,1.14,2.3,46,0.8177,47.8,0.93,1.83,7.8,3.92,-1.65,
20,-50,10,accumulating,,25.0,below,momentum_ride,40.0,"WR(20,-50) SMA10 MFI:accumulating ADXb25 momentum_ride",37,2.1283,48.6,1.48,3.12,26,0.9594,50.0,0.93,1.91,8.0,4.59,-1.65,
20,-50,20,not_weak,squeeze,20.0,above,fixed,,"WR(20,-50) SMA20 MFI:not_weak BBW:squeeze ADXa20 fixed10",13,1.1302,69.2,2.03,3.01,10,0.9232,50.0,0.93,1.8,10.0,2.99,-1.86,10.0
30,-30,20,not_weak,squeeze,20.0,above,fixed,,"WR(30,-30) SMA20 MFI:not_weak BBW:squeeze ADXa20 fixed10",13,0.9549,69.2,1.53,2.16,10,0.9232,50.0,0.93,1.8,10.0,3.0,-1.95,10.0
30,-40,10,not_weak,,20.0,above,adaptive,30.0,"WR(30,-40) SMA10 MFI:not_weak ADXa20 adaptive",48,0.7293,52.1,0.87,1.56,33,0.629,42.4,0.93,1.65,6.9,2.73,-2.07,
30,-40,10,not_weak,not_expanded,25.0,below,adaptive,30.0,"WR(30,-40) SMA10 MFI:not_weak BBW:not_expanded ADXb25 adaptive",46,2.0862,69.6,2.29,4.01,31,0.7031,54.8,0.93,1.64,7.6,3.21,-1.75,
30,-50,10,accumulating,,,,fixed,,"WR(30,-50) SMA10 MFI:accumulating fixed20",29,3.997,65.5,2.1,3.49,20,0.9917,60.0,0.93,1.59,20.0,6.73,-3.51,20.0
30,-50,10,accumulating,squeeze,,,fixed,,"WR(30,-50) SMA10 MFI:accumulating BBW:squeeze fixed20",16,3.5703,68.8,2.34,4.29,11,1.3294,45.5,0.93,1.65,20.0,6.71,-2.9,20.0
30,-50,20,,,,,adaptive,30.0,"WR(30,-50) SMA20 adaptive",76,1.2752,56.6,1.36,2.13,51,0.622,56.9,0.93,1.61,6.9,2.9,-1.87,
30,-50,20,not_weak,not_expanded,,,adaptive,30.0,"WR(30,-50) SMA20 MFI:not_weak BBW:not_expanded adaptive",56,1.7381,62.5,1.93,2.98,38,0.6516,57.9,0.93,1.64,7.6,2.99,-1.83,
30,-50,20,not_weak,not_expanded,25.0,below,adaptive,30.0,"WR(30,-50) SMA20 MFI:not_weak BBW:not_expanded ADXb25 adaptive",40,1.7291,67.5,1.87,2.88,28,0.6647,53.6,0.93,1.64,8.1,3.05,-1.85,
30,-50,20,accumulating,squeeze,,,fixed,,"WR(30,-50) SMA20 MFI:accumulating BBW:squeeze fixed20",15,2.2188,66.7,1.96,2.92,11,1.3294,45.5,0.93,1.65,20.0,5.94,-2.99,20.0
